locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKNNEFFE_03777	CDS	1299	appA	3.1.3.-		Phytase AppA
FKNNEFFE_03778	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
FKNNEFFE_03779	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
FKNNEFFE_03780	CDS	1140	wza_2		COG1596	Putative polysaccharide export protein Wza
FKNNEFFE_03781	CDS	2097				hypothetical protein
FKNNEFFE_03782	CDS	747				hypothetical protein
FKNNEFFE_03783	CDS	645	gfcB_1			putative lipoprotein GfcB
FKNNEFFE_03784	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
FKNNEFFE_03785	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
FKNNEFFE_03786	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
FKNNEFFE_03787	CDS	174	gnsA			Protein GnsA
FKNNEFFE_03788	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
FKNNEFFE_03789	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
FKNNEFFE_03790	CDS	1029	torT		COG1879	Periplasmic protein TorT
FKNNEFFE_03791	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
FKNNEFFE_03792	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
FKNNEFFE_03793	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
FKNNEFFE_03794	CDS	600	torD		COG3381	Chaperone protein TorD
FKNNEFFE_03795	CDS	306	cbpM		COG0789	Chaperone modulatory protein CbpM
FKNNEFFE_03796	CDS	921	cbpA		COG0484	Curved DNA-binding protein
FKNNEFFE_03797	CDS	1188				hypothetical protein
FKNNEFFE_03798	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
FKNNEFFE_03799	CDS	228	yccJ			putative protein YccJ
FKNNEFFE_03800	CDS	579		1.6.5.2		NAD(P)H dehydrogenase (quinone)
FKNNEFFE_03801	CDS	1311	intQ_2		COG0582	Putative defective protein IntQ
FKNNEFFE_03802	CDS	285				hypothetical protein
FKNNEFFE_03803	CDS	252				hypothetical protein
FKNNEFFE_03804	CDS	234				hypothetical protein
FKNNEFFE_03805	CDS	354				hypothetical protein
FKNNEFFE_03806	CDS	213				hypothetical protein
FKNNEFFE_03807	CDS	627				hypothetical protein
FKNNEFFE_03808	CDS	432				hypothetical protein
FKNNEFFE_03809	CDS	639				hypothetical protein
FKNNEFFE_03810	CDS	897				hypothetical protein
FKNNEFFE_03811	CDS	192				hypothetical protein
FKNNEFFE_03812	CDS	408				hypothetical protein
FKNNEFFE_03813	CDS	726				hypothetical protein
FKNNEFFE_03814	CDS	396				hypothetical protein
FKNNEFFE_03815	CDS	822				hypothetical protein
FKNNEFFE_03816	CDS	348				hypothetical protein
FKNNEFFE_03817	CDS	588				hypothetical protein
FKNNEFFE_03818	CDS	690				hypothetical protein
FKNNEFFE_03819	CDS	951				hypothetical protein
FKNNEFFE_03820	CDS	282				hypothetical protein
FKNNEFFE_03821	CDS	222				hypothetical protein
FKNNEFFE_03822	CDS	213				hypothetical protein
FKNNEFFE_03823	CDS	648				hypothetical protein
FKNNEFFE_03824	CDS	954	hsdBR	3.1.21.4		Type II restriction enzyme BsuBI
FKNNEFFE_03825	CDS	1470	hsdBM	2.1.1.72		Type II methyltransferase M.BsuBI
FKNNEFFE_03826	CDS	714	lexA_3	3.4.21.88		LexA repressor
FKNNEFFE_03827	CDS	204				hypothetical protein
FKNNEFFE_03828	CDS	378				hypothetical protein
FKNNEFFE_03829	CDS	1521				hypothetical protein
FKNNEFFE_03830	CDS	972				hypothetical protein
FKNNEFFE_03831	CDS	450				hypothetical protein
FKNNEFFE_03832	CDS	564				hypothetical protein
FKNNEFFE_03833	CDS	195				hypothetical protein
FKNNEFFE_03834	CDS	435				hypothetical protein
FKNNEFFE_03835	tRNA	76				tRNA-Met(cat)
FKNNEFFE_03836	tRNA	77				tRNA-Arg(tcg)
FKNNEFFE_03837	tRNA	77				tRNA-Arg(tct)
FKNNEFFE_03838	CDS	960	stxA	3.2.2.22		Shiga toxin subunit A
FKNNEFFE_03839	CDS	270	stxB			Shiga toxin subunit B
FKNNEFFE_03840	CDS	525				hypothetical protein
FKNNEFFE_03841	CDS	549	nohA_3		COG4220	Prophage DNA-packing protein NohA
FKNNEFFE_03842	CDS	192				hypothetical protein
FKNNEFFE_03843	CDS	405				hypothetical protein
FKNNEFFE_03844	CDS	225				hypothetical protein
FKNNEFFE_03845	CDS	288				hypothetical protein
FKNNEFFE_03846	CDS	153				hypothetical protein
FKNNEFFE_03847	CDS	468				hypothetical protein
FKNNEFFE_03848	CDS	132				hypothetical protein
FKNNEFFE_03849	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
FKNNEFFE_03850	CDS	807				hypothetical protein
FKNNEFFE_03851	CDS	216				hypothetical protein
FKNNEFFE_03852	CDS	1854				hypothetical protein
FKNNEFFE_03853	CDS	336	iraM			Anti-adapter protein IraM
FKNNEFFE_03854	tRNA	77				tRNA-Arg(tct)
FKNNEFFE_03855	tRNA	77				tRNA-Arg(tcg)
FKNNEFFE_03856	tRNA	76				tRNA-Met(cat)
FKNNEFFE_03857	CDS	1050				hypothetical protein
FKNNEFFE_03858	CDS	198				hypothetical protein
FKNNEFFE_03859	CDS	822				hypothetical protein
FKNNEFFE_03860	CDS	375	rusA_4	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
FKNNEFFE_03861	CDS	1047				hypothetical protein
FKNNEFFE_03862	CDS	213				hypothetical protein
FKNNEFFE_03863	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
FKNNEFFE_03864	CDS	426				hypothetical protein
FKNNEFFE_03865	CDS	963				hypothetical protein
FKNNEFFE_03866	CDS	426	ydaT			Transcriptional regulator YdaT
FKNNEFFE_03867	CDS	255				hypothetical protein
FKNNEFFE_03868	CDS	420				hypothetical protein
FKNNEFFE_03869	CDS	234				hypothetical protein
FKNNEFFE_03870	CDS	339				hypothetical protein
FKNNEFFE_03871	CDS	195				hypothetical protein
FKNNEFFE_03872	CDS	189				hypothetical protein
FKNNEFFE_03873	CDS	192				hypothetical protein
FKNNEFFE_03874	CDS	2472				hypothetical protein
FKNNEFFE_03875	CDS	1131				hypothetical protein
FKNNEFFE_03876	CDS	639	ompW		COG3047	Outer membrane protein W
FKNNEFFE_03877	CDS	744				hypothetical protein
FKNNEFFE_03878	CDS	540	yciB		COG2917	Inner membrane-spanning protein YciB
FKNNEFFE_03879	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
FKNNEFFE_03880	CDS	735	tonB		COG0810	Protein TonB
FKNNEFFE_03881	CDS	393				hypothetical protein
FKNNEFFE_03882	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
FKNNEFFE_03883	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
FKNNEFFE_03884	CDS	330	yciU		COG3099	Putative double-stranded DNA mimic protein YciU
FKNNEFFE_03885	CDS	1005	oppF	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
FKNNEFFE_03886	CDS	1014	oppD	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
FKNNEFFE_03887	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
FKNNEFFE_03888	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
FKNNEFFE_03889	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein OppA
FKNNEFFE_03890	CDS	162				hypothetical protein
FKNNEFFE_03891	CDS	156				hypothetical protein
FKNNEFFE_03892	CDS	648				hypothetical protein
FKNNEFFE_03893	CDS	2676	adhE		COG1012	Bifunctional aldehyde-alcohol dehydrogenase AdhE
FKNNEFFE_03894	CDS	186			COG3385	IS4 family transposase ISCro3
FKNNEFFE_03895	CDS	231				hypothetical protein
FKNNEFFE_03896	CDS	510				hypothetical protein
FKNNEFFE_03897	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
FKNNEFFE_03898	CDS	414	hns		COG2916	DNA-binding protein H-NS
FKNNEFFE_03899	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FKNNEFFE_03900	CDS	1014	rssB		COG0745	Regulator of RpoS
FKNNEFFE_03901	CDS	945			COG1752	putative NTE family protein
FKNNEFFE_03902	CDS	459				hypothetical protein
FKNNEFFE_03903	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FKNNEFFE_03904	tRNA	85				tRNA-Tyr(gta)
FKNNEFFE_03905	tRNA	85				tRNA-Tyr(gta)
FKNNEFFE_03906	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
FKNNEFFE_03907	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
FKNNEFFE_03908	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
FKNNEFFE_03909	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
FKNNEFFE_03910	CDS	1392	narK		COG2223	Nitrate/nitrite antiporter NarK
FKNNEFFE_03911	CDS	219				hypothetical protein
FKNNEFFE_03912	CDS	1797	narX	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarX
FKNNEFFE_03913	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
FKNNEFFE_03914	CDS	1395				Invasin
FKNNEFFE_03915	CDS	354	ychN		COG1553	Protein YchN
FKNNEFFE_03916	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
FKNNEFFE_03917	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
FKNNEFFE_03918	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
FKNNEFFE_03919	CDS	108	ldrA_1			Small toxic polypeptide LdrA
FKNNEFFE_03920	CDS	108	ldrA_2			Small toxic polypeptide LdrA
FKNNEFFE_03921	CDS	108	ldrA_3			Small toxic polypeptide LdrA
FKNNEFFE_03922	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
FKNNEFFE_03923	CDS	810				hypothetical protein
FKNNEFFE_03924	CDS	393	ychQ		COG3094	Protein YchQ
FKNNEFFE_03925	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FKNNEFFE_03926	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
FKNNEFFE_03927	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FKNNEFFE_03928	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
FKNNEFFE_03929	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FKNNEFFE_03930	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FKNNEFFE_03931	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
FKNNEFFE_03932	CDS	279				hypothetical protein
FKNNEFFE_03933	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FKNNEFFE_03934	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
FKNNEFFE_03935	CDS	180				hypothetical protein
FKNNEFFE_03936	CDS	2868	ycgV		COG3468	putative autotransporter YcgV
FKNNEFFE_03937	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
FKNNEFFE_03938	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
FKNNEFFE_03939	CDS	633	dhaL	2.7.1.121	COG1461	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
FKNNEFFE_03940	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
FKNNEFFE_03941	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
FKNNEFFE_03942	CDS	441				hypothetical protein
FKNNEFFE_03943	CDS	255				hypothetical protein
FKNNEFFE_03944	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
FKNNEFFE_03945	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
FKNNEFFE_03946	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
FKNNEFFE_03947	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
FKNNEFFE_03948	CDS	150				hypothetical protein
FKNNEFFE_03949	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
FKNNEFFE_03950	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
FKNNEFFE_03951	CDS	1533				hypothetical protein
FKNNEFFE_03952	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
FKNNEFFE_03953	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
FKNNEFFE_03954	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
FKNNEFFE_03955	CDS	1269	umuC_1		COG0389	Protein UmuC
FKNNEFFE_03956	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
FKNNEFFE_03957	CDS	111	hlyE_1			Hemolysin E, chromosomal
FKNNEFFE_03958	CDS	303	hlyE_2			Hemolysin E, chromosomal
FKNNEFFE_03959	CDS	261	hlyE_3			Hemolysin E, chromosomal
FKNNEFFE_03960	CDS	570				hypothetical protein
FKNNEFFE_03961	CDS	660	ycgM	5.3.2.2	COG0179	Oxaloacetate tautomerase YcgM
FKNNEFFE_03962	CDS	294	ycgL		COG3100	Protein YcgL
FKNNEFFE_03963	CDS	402	pliG			Inhibitor of g-type lysozyme
FKNNEFFE_03964	CDS	369				hypothetical protein
FKNNEFFE_03965	CDS	696	minC		COG0850	Septum site-determining protein MinC
FKNNEFFE_03966	CDS	813	minD		COG2894	Septum site-determining protein MinD
FKNNEFFE_03967	CDS	267	minE		COG0851	Cell division topological specificity factor
FKNNEFFE_03968	CDS	327	ypjA_3		COG3468	putative autotransporter YpjA
FKNNEFFE_03969	CDS	285				hypothetical protein
FKNNEFFE_03970	CDS	330	ymgD			putative protein YmgD
FKNNEFFE_03971	CDS	2322				hypothetical protein
FKNNEFFE_03972	CDS	210				hypothetical protein
FKNNEFFE_03973	CDS	219	ymgF			Inner membrane protein YmgF
FKNNEFFE_03974	CDS	1524	pdeG	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeG
FKNNEFFE_03975	CDS	249	ymgC			putative protein YmgC
FKNNEFFE_03976	CDS	267	ariR			putative two-component-system connector protein AriR
FKNNEFFE_03977	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
FKNNEFFE_03978	CDS	1212	bluF		COG2200	Blue light- and temperature-regulated antirepressor BluF
FKNNEFFE_03979	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
FKNNEFFE_03980	CDS	405	ydfO_2		COG5562	putative protein YdfO
FKNNEFFE_03981	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FKNNEFFE_03982	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
FKNNEFFE_03983	CDS	462	nudJ	3.6.1.-		Phosphatase NudJ
FKNNEFFE_03984	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
FKNNEFFE_03985	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
FKNNEFFE_03986	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FKNNEFFE_03987	CDS	672	phoP		COG0745	Transcriptional regulatory protein PhoP
FKNNEFFE_03988	CDS	1461	phoQ	2.7.13.3	COG2205	Sensor protein PhoQ
FKNNEFFE_03989	CDS	1122	roxA	1.14.11.47	COG2850	Ribosomal protein uL16 3-hydroxylase
FKNNEFFE_03990	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
FKNNEFFE_03991	CDS	1137	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FKNNEFFE_03992	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
FKNNEFFE_03993	CDS	795	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
FKNNEFFE_03994	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FKNNEFFE_03995	CDS	462	ymfA			Inner membrane protein YmfA
FKNNEFFE_03996	CDS	711	ycfZ		COG1512	Inner membrane protein YcfZ
FKNNEFFE_03997	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
FKNNEFFE_03998	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
FKNNEFFE_03999	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FKNNEFFE_04000	CDS	702	lolD_1	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FKNNEFFE_04001	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
FKNNEFFE_04002	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
FKNNEFFE_04003	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
FKNNEFFE_04004	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
FKNNEFFE_04005	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
FKNNEFFE_04006	CDS	696	comR		COG1309	HTH-type transcriptional repressor ComR
FKNNEFFE_04007	CDS	540				hypothetical protein
FKNNEFFE_04008	CDS	1305	ndh	1.6.5.9	COG1252	Type II NADH:quinone oxidoreductase
FKNNEFFE_04009	CDS	543				hypothetical protein
FKNNEFFE_04010	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
FKNNEFFE_04011	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
FKNNEFFE_04012	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
FKNNEFFE_04013	CDS	378				hypothetical protein
FKNNEFFE_04014	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
FKNNEFFE_04015	CDS	2190	fhuE		COG4773	Hydroxamate siderophore receptor FhuE
FKNNEFFE_04016	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
FKNNEFFE_04017	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
FKNNEFFE_04018	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
FKNNEFFE_04019	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
FKNNEFFE_04020	CDS	1023	mltG	4.2.2.29	COG1559	Endolytic murein transglycosylase
FKNNEFFE_04021	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
FKNNEFFE_04022	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FKNNEFFE_04023	CDS	237	acpP_2		COG0236	Acyl carrier protein
FKNNEFFE_04024	CDS	735	fabG	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
FKNNEFFE_04025	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
FKNNEFFE_04026	CDS	954	fabH	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
FKNNEFFE_04027	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FKNNEFFE_04028	CDS	174	rpmF		COG0333	Large ribosomal subunit protein bL32
FKNNEFFE_04029	CDS	522	yceD_1		COG1399	Large ribosomal RNA subunit accumulation protein YceD
FKNNEFFE_04030	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
FKNNEFFE_04031	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
FKNNEFFE_04032	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
FKNNEFFE_04033	CDS	954	flgL			Flagellar hook-associated protein 3
FKNNEFFE_04034	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
FKNNEFFE_04035	CDS	942	flgJ	3.2.1.-		Peptidoglycan hydrolase FlgJ
FKNNEFFE_04036	CDS	1098	flgI			Flagellar P-ring protein
FKNNEFFE_04037	CDS	699	flgH			Flagellar L-ring protein
FKNNEFFE_04038	CDS	783	flgG			Flagellar basal-body rod protein FlgG
FKNNEFFE_04039	CDS	756	flgF			Flagellar basal-body rod protein FlgF
FKNNEFFE_04040	CDS	1206	flgE			Flagellar hook protein FlgE
FKNNEFFE_04041	CDS	696	flgD			Basal-body rod modification protein FlgD
FKNNEFFE_04042	CDS	405	flgC			Flagellar basal-body rod protein FlgC
FKNNEFFE_04043	CDS	417	flgB			Flagellar basal body rod protein FlgB
FKNNEFFE_04044	CDS	660	flgA			Flagella basal body P-ring formation protein FlgA
FKNNEFFE_04045	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
FKNNEFFE_04046	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
FKNNEFFE_04047	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
FKNNEFFE_04048	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
FKNNEFFE_04049	CDS	648				hypothetical protein
FKNNEFFE_04050	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein uS5]-alanine N-acetyltransferase
FKNNEFFE_04051	CDS	1209	mdtH		COG0477	Multidrug resistance protein MdtH
FKNNEFFE_04052	CDS	648	grxB		COG2999	Glutaredoxin 2
FKNNEFFE_04053	CDS	561	yceB			putative lipoprotein YceB
FKNNEFFE_04054	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
FKNNEFFE_04055	CDS	246	dinI_2			DNA damage-inducible protein I
FKNNEFFE_04056	CDS	255	bssS			Biofilm regulator BssS
FKNNEFFE_04057	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
FKNNEFFE_04058	CDS	114	yceO			putative protein YceO
FKNNEFFE_04059	CDS	567	yceJ		COG3038	Cytochrome b561 
FKNNEFFE_04060	CDS	576	yceI		COG2353	Protein YceI
FKNNEFFE_04061	CDS	1053	trhO	1.14.-.-	COG1054	tRNA uridine(34) hydroxylase
FKNNEFFE_04062	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
FKNNEFFE_04063	CDS	1227	sbnD		COG2814	Staphyloferrin B transporter
FKNNEFFE_04064	CDS	375	msyB			Acidic protein MsyB
FKNNEFFE_04065	CDS	228				hypothetical protein
FKNNEFFE_04066	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
FKNNEFFE_04067	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
FKNNEFFE_04068	CDS	1158	mdoC	2.1.-.-	COG1835	Glucans biosynthesis protein C
FKNNEFFE_04069	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
FKNNEFFE_04070	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
FKNNEFFE_04071	CDS	333	csgC			Curli assembly protein CsgC
FKNNEFFE_04072	CDS	456	csgA			Major curlin subunit
FKNNEFFE_04073	CDS	456	csgB			Minor curlin subunit
FKNNEFFE_04074	CDS	651	csgD		COG2197	CsgBAC operon transcriptional regulatory protein
FKNNEFFE_04075	CDS	390	csgE			Curli production assembly/transport component CsgE
FKNNEFFE_04076	CDS	417	csgF			Curli production assembly/transport component CsgF
FKNNEFFE_04077	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
FKNNEFFE_04078	CDS	522	ycdZ			Inner membrane protein YcdZ
FKNNEFFE_04079	CDS	555	ycdY		COG3381	Chaperone protein YcdY
FKNNEFFE_04080	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
FKNNEFFE_04081	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
FKNNEFFE_04082	tRNA	88				tRNA-Ser(gga)
FKNNEFFE_04083	CDS	843				hypothetical protein
FKNNEFFE_04084	CDS	198				hypothetical protein
FKNNEFFE_04085	CDS	492				hypothetical protein
FKNNEFFE_04086	CDS	375	cbtA_4			Cytoskeleton-binding toxin CbtA
FKNNEFFE_04087	CDS	354	cbeA_4			Cytoskeleton bundling-enhancing antitoxin CbeA
FKNNEFFE_04088	CDS	222				hypothetical protein
FKNNEFFE_04089	CDS	477				hypothetical protein
FKNNEFFE_04090	CDS	474	klcA_4			Antirestriction protein KlcA
FKNNEFFE_04091	CDS	246				hypothetical protein
FKNNEFFE_04092	CDS	822				hypothetical protein
FKNNEFFE_04093	CDS	411				hypothetical protein
FKNNEFFE_04094	CDS	684				hypothetical protein
FKNNEFFE_04095	CDS	1071				hypothetical protein
FKNNEFFE_04096	CDS	906				hypothetical protein
FKNNEFFE_04097	CDS	2397	der_2			GTPase Der
FKNNEFFE_04098	CDS	1275	flu_3		COG3468	Antigen 43
FKNNEFFE_04099	CDS	579	flu_4		COG3468	Antigen 43
FKNNEFFE_04100	CDS	873	era_6			GTPase Era
FKNNEFFE_04101	CDS	159				hypothetical protein
FKNNEFFE_04102	CDS	90				hypothetical protein
FKNNEFFE_04103	CDS	426				hypothetical protein
FKNNEFFE_04104	CDS	1242				hypothetical protein
FKNNEFFE_04105	CDS	576	yceD_2		COG2310	General stress protein 16U
FKNNEFFE_04106	CDS	579	yceD_3		COG2310	General stress protein 16U
FKNNEFFE_04107	CDS	1041	alx_2		COG0861	Putative membrane-bound redox modulator Alx
FKNNEFFE_04108	CDS	456				hypothetical protein
FKNNEFFE_04109	CDS	1158				hypothetical protein
FKNNEFFE_04110	CDS	582	yceD_4		COG2310	General stress protein 16U
FKNNEFFE_04111	CDS	1059				hypothetical protein
FKNNEFFE_04112	CDS	1143				hypothetical protein
FKNNEFFE_04113	CDS	774				hypothetical protein
FKNNEFFE_04114	CDS	1080	stiP	3.4.22.-	COG1358	Cysteine protease StiP
FKNNEFFE_04115	CDS	957				hypothetical protein
FKNNEFFE_04116	CDS	1209				hypothetical protein
FKNNEFFE_04117	CDS	468	terW			putative tellurium resistance transcriptional regulator TerW
FKNNEFFE_04118	CDS	639				hypothetical protein
FKNNEFFE_04119	CDS	639	yceD_5		COG2310	General stress protein 16U
FKNNEFFE_04120	CDS	639				hypothetical protein
FKNNEFFE_04121	CDS	1041				hypothetical protein
FKNNEFFE_04122	CDS	1638				hypothetical protein
FKNNEFFE_04123	CDS	1500				hypothetical protein
FKNNEFFE_04124	CDS	669				Putative transposase for insertion sequence element IS5376
FKNNEFFE_04125	CDS	246				IS200/IS605 family transposase IS200G
FKNNEFFE_04126	CDS	939	yjiE_2		COG0583	HTH-type transcriptional regulator YjiE
FKNNEFFE_04127	CDS	720		5.1.1.13		Aspartate racemase
FKNNEFFE_04128	CDS	1299	dcuA_2		COG2704	C4-dicarboxylate transporter DcuA
FKNNEFFE_04129	CDS	714				IS3 family transposase ISSd1
FKNNEFFE_04130	CDS	210			COG1662	IS1 family transposase IS1X2
FKNNEFFE_04131	CDS	294				hypothetical protein
FKNNEFFE_04132	CDS	120				hypothetical protein
FKNNEFFE_04133	CDS	1098				hypothetical protein
FKNNEFFE_04134	CDS	2682	recD_2	5.6.2.3		RecBCD enzyme subunit RecD
FKNNEFFE_04135	CDS	576				hypothetical protein
FKNNEFFE_04136	CDS	234				hypothetical protein
FKNNEFFE_04137	CDS	624				hypothetical protein
FKNNEFFE_04138	CDS	510				hypothetical protein
